time,EC급액,EC배액,pH급액,pH배액,저울급액,저울배액,온도토양,온도급액,온도배액,내부이산화탄소,내부광량,내부PT100온도센서1번건구,내부PT100온도센서2번습구,내부PT100온도센서3번,내부PT100센서를이용한계산습도
2021-11-10 18:28:37,80.273,0,9.998,10.01,9.376138,0.000092,16,16.3125,16.375,391,0,16.40922,15.76818,16.10563,95.99306
2021-11-10 18:28:49,80.29279,0,9.999,10.007,9.373927,0.000341,16,16.3125,16.375,392,0,16.40922,15.76818,16.1393,95.99306
2021-11-10 18:29:00,80.30475,0,10,10.01,9.37506,0.000929,16,16.3125,16.375,391,0,16.37535,15.80184,16.10563,96.4075
2021-11-10 18:30:09,80.4409,0,9.997,10.011,9.372601,0.000263,16,16.3125,16.375,389,0,16.37535,15.70065,16.0381,95.78552
2021-11-10 18:30:21,80.41465,0,9.995,9.99,9.370611,0.000263,15.9375,16.3125,16.375,390,0,16.37535,15.73451,16.0381,95.99328
2021-11-10 18:31:54,0.35414,0,9.103,9.133,9.371606,0.0094,15.9375,16.375,16.375,387,0,16.34169,15.70065,16.07177,95.99102
2021-11-10 18:32:16,0.35433,0,9.084,9.125,9.372352,0.004988,15.9375,16.4375,16.375,391,0,16.37535,15.76818,16.07177,96.2002
2021-11-10 18:33:02,0.35579,0,9.039,9.102,9.371412,0.014303,15.875,16.5,16.375,391,0.254748,16.34169,15.66698,16.0381,95.78445
2021-11-10 18:33:37,0.35663,0,9.01,9.076,9.373568,0.014303,15.9375,16.375,16.4375,391,0,16.27416,15.70065,16.0381,96.40475
2021-11-10 18:33:49,0.26546,0,9.081,9.081,9.370887,0.014303,15.9375,16.3125,16.4375,391,0,16.34169,15.70065,16.00423,95.99102
2021-11-10 18:34:00,0.00689,0,9.062,9.095,9.374839,0.014303,15.9375,16.1875,16.4375,393,0,16.34169,15.70065,16.00423,95.99102
2021-11-10 18:34:36,2.93698,0,8.964,9.052,9.372047,0.014303,16,15.9375,16.4375,393,0,16.34169,15.70065,16.0381,95.99102
2021-11-10 18:34:47,2.95773,0,7.99,9.05,9.37506,0.014303,16,15.9375,16.4375,391,0,16.30802,15.66698,16.07177,95.99001
2021-11-10 18:35:11,2.91699,0,7.276,9.075,9.379759,0.014303,16,16,16.4375,393,0,16.37535,15.70065,16.0381,95.78552
2021-11-10 18:35:35,2.93427,0,6.921,9.063,9.363149,0.014303,16,16.1875,16.625,395,0,16.34169,15.66698,16.00423,95.78445
2021-11-10 18:36:09,2.94183,0,6.726,9.05,9.372684,0.014303,16,16.3125,16.6875,396,0,16.34169,15.66698,16.0381,95.78445
2021-11-10 18:36:46,2.94718,0,6.606,9.044,9.37003,0.014303,16,16.375,16.75,399,0,16.34169,15.66698,16.07177,95.78445
2021-11-10 18:37:08,2.94965,0,6.549,9.04,9.368234,0.014303,16,16.375,16.75,397,0,16.34169,15.70065,16.07177,95.99102
2021-11-10 18:37:52,2.95047,0,6.457,9.032,9.325398,0.014303,16,16.4375,16.8125,397,0,16.30802,15.59945,16.07177,95.57591
2021-11-10 18:38:15,2.95378,0,6.389,9.025,9.409385,0.014303,16.75,16.4375,16.8125,399,0,16.34169,15.63332,16.0381,95.57827
2021-11-10 18:40:09,2.95724,0,6.299,8.965,9.386695,-1000,17.9375,24.5,25.9375,391,0,16.34169,15.76818,16.10563,96.40659
2021-11-10 18:40:54,2.96056,0,6.25,8.926,9.388215,-1000,17.9375,22.875,27.4375,392,0,16.30802,15.63332,16.0381,95.78338
2021-11-10 18:41:52,2.96086,0,6.219,8.936,9.400569,-1000,17.9375,21.3125,24.625,396,0,16.34169,15.56579,16.00423,95.16585
2021-11-10 18:42:05,2.96163,0,6.213,8.934,9.389071,-1000,17.9375,21.125,24.625,394,0,16.34169,15.66698,16.0381,95.78445
2021-11-10 18:42:27,1.23067,0,6.207,8.945,9.472284,-1000,17.9375,20.75,23,394,0,16.34169,15.70065,16.07177,95.99102
2021-11-10 18:42:52,1.26649,0,6.275,8.944,9.489198,-1000,17.9375,20.1875,22.375,390,0,16.34169,15.63332,16.00423,95.57827
2021-11-10 18:43:30,1.24072,0,6.321,8.941,9.45106,-1000,17.9375,19.625,21.25,393,0,16.34169,15.66698,15.97057,95.78445
2021-11-10 18:44:26,2.52441,2.62209,6.28,6.906,9.383213,-1000,17.9375,18.3125,19.9375,398,0,16.30802,15.63332,15.97057,95.78338
2021-11-10 18:45:46,2.5377,2.58889,6.14,6.705,9.352564,-1000,17.875,17.125,17.3125,402,0,16.30802,15.66698,15.97057,95.99001
2021-11-10 18:46:31,2.53956,2.6535,6.129,6.653,9.366935,-1000,17.875,17.0625,17.1875,399,0,16.27416,15.66698,15.97057,96.19729
2021-11-10 18:46:42,2.53606,2.59593,6.13,6.635,9.371772,-1000,17.875,17.125,17.1875,398,0,16.30802,15.66698,15.97057,95.99001
2021-11-10 18:47:05,2.53834,2.61205,6.183,6.618,9.359363,-1000,17.875,17.0625,17.25,399,0,16.30802,15.70065,15.97057,96.19702
2021-11-10 18:47:28,2.54064,2.66438,6.18,6.601,9.361242,-1000,17.0625,17.0625,17.25,400,0,16.30802,15.63332,16.00423,95.78338
2021-11-10 18:47:39,2.5402,2.56349,6.181,6.576,9.375337,-1000,16.5,17.0625,17.25,400,0,16.30802,15.66698,15.97057,95.99001
2021-11-10 18:47:50,2.53812,2.61154,6.18,6.568,9.368151,-1000,16.25,17.0625,17.25,399,0,16.30802,15.63332,15.97057,95.78338
2021-11-10 18:48:02,2.5393,2.61388,6.181,6.55,9.368096,-1000,16,17.0625,17.25,400,0,16.27416,15.66698,16.00423,96.19729
2021-11-10 18:48:35,2.5338,2.70303,6.176,6.501,9.373512,-1000,15.8125,17.0625,17.25,402,0,16.30802,15.66698,16.00423,95.99001
2021-11-10 18:49:47,2.53972,2.63595,6.172,6.456,9.394959,-1000,17.5625,17.0625,17.25,402,0,16.27416,15.63332,15.97057,95.99022
2021-11-10 18:50:13,2.54076,2.68232,6.175,6.446,9.388519,-1000,17.625,17.125,17.25,406,0,16.24049,15.59945,15.97057,95.98795
2021-11-10 18:50:35,2.5409,2.63625,6.173,6.433,9.389542,-1000,17.6875,17.0625,17.25,405,0,16.24049,15.59945,15.93691,95.98795
2021-11-10 18:51:00,2.54064,2.65746,6.175,6.429,9.389237,-1000,17.6875,17.125,17.25,401,0,16.27416,15.63332,15.93691,95.99022
2021-11-10 18:51:11,2.54077,2.68329,6.176,6.427,9.060061,-1000,17.75,17.125,17.25,402,0,16.24049,15.63332,15.97057,96.19632
2021-11-10 18:51:57,2.53987,2.76599,6.176,6.41,9.39739,-1000,17.75,17.125,17.1875,404,0,16.27416,15.63332,15.97057,95.99022
2021-11-10 18:52:34,2.53949,2.6962,6.176,6.403,9.395152,-1000,17.75,17.125,17.1875,407,0.356647,16.27416,15.66698,15.97057,96.19729
2021-11-10 18:52:45,2.53934,2.61811,6.179,6.402,9.394488,-1000,17.75,17.125,17.1875,407,0,16.24049,15.66698,15.97057,96.40383
2021-11-10 18:53:08,2.53884,2.66039,6.18,6.397,9.391918,-1000,17.75,17.125,17.1875,406,0,16.24049,15.59945,15.97057,95.98795
2021-11-10 18:53:19,2.53883,2.64854,6.182,6.391,9.395235,-1000,17.75,17.125,17.1875,410,0,16.27416,15.59945,15.97057,95.7823
2021-11-10 18:53:55,2.53856,2.63309,6.179,6.385,9.39681,-1000,17.75,17.125,17.1875,412,0,16.24049,15.59945,15.97057,95.98795
2021-11-10 18:55:02,2.53773,2.66191,6.184,6.377,9.394156,-1000,17.75,17.125,17.1875,414,0,16.27416,15.53212,15.90304,95.37012
2021-11-10 18:55:37,2.53696,2.6248,6.187,6.375,9.395898,-1000,17.75,17.0625,17.1875,411,0,16.24049,15.63332,15.93691,96.19632
2021-11-10 18:56:22,2.53702,2.62117,6.183,6.377,9.397335,-1000,17.75,17.125,17.1875,407,0,16.20683,15.59945,15.86937,96.1941
2021-11-10 18:56:46,2.53696,2.74624,6.186,6.374,9.395621,-1000,17.75,17.0625,17.1875,408,0,16.24049,15.56579,15.90304,95.78123
2021-11-10 18:56:57,2.53658,2.7223,6.187,6.373,9.396119,-1000,17.6875,17.0625,17.1875,408,0.280223,16.20683,15.56579,15.90304,95.98693
2021-11-10 18:57:09,2.53673,2.70194,6.186,6.372,9.395815,-1000,17.6875,17.0625,17.1875,409,0,16.27416,15.56579,15.90304,95.57601
2021-11-10 18:58:19,2.53662,2.61483,6.188,6.365,9.393604,-1000,17.6875,17.0625,17.1875,408,0,16.20683,15.49826,15.80184,95.57253
2021-11-10 18:58:44,2.53692,2.72309,6.188,6.36,9.395207,-1000,17.6875,17.0625,17.1875,407,0,16.17296,15.53212,15.76818,95.98714
2021-11-10 18:59:07,2.53656,2.64974,6.186,6.365,9.393909,-1000,17.6875,17.0625,17.125,407,0,16.17296,15.56579,15.83551,96.19436
2021-11-10 18:59:18,2.53633,2.64403,6.187,6.359,9.393549,-1000,17.6875,17.0625,17.1875,407,0,16.17296,15.53212,15.83551,95.98714
2021-11-10 18:59:29,2.53669,2.63337,6.188,6.357,9.395511,-1000,17.6875,17.0625,17.1875,406,0,16.17296,15.49826,15.80184,95.77907
2021-11-10 18:59:52,2.53556,2.65858,6.187,6.356,9.395953,-1000,17.6875,17.0625,17.125,409,0,16.1393,15.49826,15.83551,95.98487
2021-11-10 19:00:03,2.53628,2.63524,6.187,6.358,9.39587,-1000,17.6875,17.0625,17.125,409,0,16.17296,15.53212,15.80184,95.98714
2021-11-10 19:00:48,2.53637,2.63487,6.189,6.355,9.395373,-1000,17.6875,17.0625,17.125,408,0,16.17296,15.49826,15.70065,95.77907
2021-11-10 19:01:56,2.53652,2.57655,6.19,6.349,9.394184,-1000,17.625,17.0625,17.125,407,0,16.1393,15.49826,15.76818,95.98487
2021-11-10 19:02:07,2.53671,2.60039,6.189,6.349,9.394848,-1000,17.625,17.0625,17.125,408,0,16.1393,15.49826,15.83551,95.98487
2021-11-10 19:02:52,2.53781,2.7342,6.189,6.349,9.393826,-1000,17.625,17.0625,17.125,408,0,16.10563,15.46459,15.76818,95.98385
2021-11-10 19:03:17,2.53798,2.6068,6.191,6.345,9.392748,-1000,17.625,17.0625,17.125,406,0,16.1393,15.49826,15.80184,95.98487
2021-11-10 19:03:28,2.53839,2.63722,6.188,6.347,9.395677,-1000,17.625,17.0625,17.125,406,0,16.10563,15.46459,15.90304,95.98385
2021-11-10 19:04:25,2.53914,2.68145,6.191,6.347,9.394102,-1000,17.625,17.0625,17.125,408,0,16.10563,15.43093,15.76818,95.77692
2021-11-10 19:04:58,2.54007,2.62551,6.191,6.351,9.39471,-1000,17.625,17.0625,17.125,411,0,16.10563,15.43093,15.76818,95.77692
2021-11-10 19:06:17,2.54148,2.62673,6.194,6.356,9.394102,-1000,17.5625,17.0625,17.125,407,0,16.07177,15.32973,15.70065,95.36304
2021-11-10 19:06:29,2.54155,2.63413,6.191,6.355,9.39377,-1000,17.5625,17,17.125,406,0,16.07177,15.3634,15.76818,95.56924
2021-11-10 19:06:40,2.54186,2.63119,6.194,6.354,9.393715,-1000,17.5625,17,17.125,407,0,16.07177,15.32973,15.70065,95.36304
2021-11-10 19:07:36,2.54365,2.62657,6.195,6.357,9.393577,-1000,17.5625,17,17.0625,406,0,16.0381,15.3634,15.70065,95.77477
2021-11-10 19:08:21,2.54416,2.63579,6.192,6.356,9.393051,-1000,17.5625,17,17.0625,410,0,16.0381,15.29587,15.63332,95.36063
2021-11-10 19:08:44,2.54478,2.61822,6.193,6.354,9.391559,-1000,17.5,17,17.0625,407,0,16.00423,15.29587,15.66698,95.56699
2021-11-10 19:10:03,2.54619,2.66123,6.198,6.351,9.391808,-1000,17.5,17,17.0625,407,0,16.00423,15.22854,15.63332,95.15477
2021-11-10 19:10:37,2.54742,2.66415,6.195,6.349,9.390453,-1000,17.5,17,17.0625,408,0,16.00423,15.29587,15.63332,95.56699
2021-11-10 19:11:10,2.54798,2.64317,6.199,6.348,9.394019,-1000,17.5,17,17.0625,410,0,15.97057,15.22854,15.59945,95.3595
2021-11-10 19:11:33,2.54891,2.60426,6.197,6.348,9.391559,-1000,17.5,17,17.0625,409,0,15.97057,15.22854,15.56579,95.3595
2021-11-10 19:12:18,2.54949,2.61737,6.199,6.344,9.390095,-1000,17.5,17,17.0625,406,0,15.97057,15.2622,15.59945,95.56585
2021-11-10 19:12:53,2.55022,2.63181,6.198,6.345,9.390758,-1000,17.5,17,17.0625,411,0,15.93691,15.2622,15.59945,95.77152
2021-11-10 19:13:04,2.55013,2.63259,6.2,6.34,9.390675,-1000,17.5,17,17.0625,411,0,15.93691,15.29587,15.63332,95.97871
2021-11-10 19:13:27,2.5514,2.68651,6.199,6.342,9.389735,-1000,17.5,17,17.0625,412,0,15.93691,15.19487,15.63332,95.35831
2021-11-10 19:13:53,2.55206,2.59254,6.199,6.343,9.388132,-1000,17.4375,17,17.0625,411,0,15.93691,15.19487,15.59945,95.35831
2021-11-10 19:14:27,2.55325,2.68433,6.199,6.34,9.386999,-1000,17.4375,17,17,410,0,15.93691,15.16101,15.59945,95.15107
2021-11-10 19:15:11,2.55264,2.6185,6.201,6.339,9.387939,-1000,17.4375,16.9375,17,413,0,15.93691,15.09368,15.56579,94.74022
2021-11-10 19:15:23,2.55278,2.6409,6.201,6.341,9.386999,-1000,17.4375,16.9375,17,412,0,15.90304,15.09368,15.56579,94.9454
2021-11-10 19:16:00,2.55238,2.62528,6.202,6.337,9.388575,-1000,17.4375,16.9375,17,413,0,15.90304,15.12734,15.59945,95.15107
2021-11-10 19:17:10,2.55212,2.5883,6.203,6.335,9.387994,-1000,17.4375,16.9375,17,408,0,15.86937,15.12734,15.59945,95.35596
2021-11-10 19:17:57,2.55252,2.62102,6.202,6.335,9.385728,-1000,17.4375,16.9375,17,410,0,15.90304,15.12734,15.59945,95.15107
2021-11-10 19:18:20,2.55293,2.61546,6.204,6.333,9.38722,-1000,17.375,16.9375,17,413,0,15.86937,15.09368,15.59945,95.14984
2021-11-10 19:18:31,2.55234,2.61062,6.204,6.335,9.387082,9.822846,17.4375,16.9375,17,412,0,15.83551,15.12734,15.59945,95.56256
2021-11-10 19:19:10,2.55228,2.61981,6.203,6.334,9.386446,0.003468,17.375,16.9375,17,412,0,15.90304,15.05981,15.59945,94.73888
2021-11-10 19:19:44,2.55172,2.60767,6.205,6.333,9.384429,0.007624,17.375,16.9375,17,410,0,15.90304,15.09368,15.56579,94.9454
2021-11-10 19:19:55,2.55199,2.65391,6.205,6.333,9.939642,0.00867,17.375,16.9375,17,410,0,15.90304,15.09368,15.59945,94.9454
2021-11-10 19:20:07,2.54917,2.57897,6.205,6.334,0.001658,0.009784,17.375,16.9375,17,411,0,15.90304,15.09368,15.59945,94.9454
2021-11-10 19:20:18,2.54902,2.59974,6.203,6.329,20.3247,0.020435,17.375,16.9375,17,411,0,15.83551,15.09368,15.56579,95.356
2021-11-10 19:20:44,2.53406,2.58389,6.206,6.323,5.264903,0.015825,17.375,16.875,17,411,0,15.83551,15.02614,15.56579,94.94283
2021-11-10 19:21:22,2.53165,2.58353,6.205,6.327,5.292512,0.014759,17.375,16.875,16.9375,412,0,15.83551,15.05981,15.56579,95.1486
2021-11-10 19:21:35,2.53261,2.59169,6.204,6.331,5.296448,0.01405,17.375,16.8125,16.9375,412,0,15.83551,15.05981,15.49826,95.1486
2021-11-10 19:21:46,2.5335,2.55298,6.207,6.332,5.301227,0.013988,17.375,16.8125,16.9375,413,0,15.80184,15.05981,15.53212,95.35358
2021-11-10 19:21:58,2.53411,2.55626,6.208,6.331,5.302801,0.035621,17.375,16.8125,16.9375,414,0,15.83551,15.02614,15.53212,94.94283
2021-11-10 19:22:20,2.53452,2.51085,6.207,6.337,5.305597,0.117665,17.375,16.8125,16.9375,413,0,15.83551,15.05981,15.53212,95.1486
2021-11-10 19:22:43,2.53415,2.61468,6.207,6.338,5.309506,0.121835,17.375,16.8125,16.9375,415,0,15.80184,14.99248,15.49826,94.94154
2021-11-10 19:24:25,2.5361,2.58238,6.211,6.337,5.31176,0.124986,17.3125,16.8125,16.9375,413,0,15.76818,14.92495,15.46459,94.73354
2021-11-10 19:24:48,2.53742,2.60174,6.211,6.336,5.31556,0.125778,17.3125,16.8125,16.875,415,0,15.80184,14.95861,15.43093,94.73487
2021-11-10 19:26:23,2.54115,2.56067,6.213,6.335,5.315343,0.122317,17.3125,16.8125,16.875,417,0,15.76818,14.99248,15.43093,95.14613
2021-11-10 19:26:34,2.54123,2.55087,6.214,6.334,5.314855,0.120638,17.3125,16.8125,16.875,415,0,15.76818,14.89128,15.39706,94.52844
2021-11-10 19:26:45,2.54156,2.56172,6.213,6.335,5.314013,0.120803,17.3125,16.8125,16.875,414,0,15.76818,14.92495,15.43093,94.73354
2021-11-10 19:26:57,2.54219,2.64785,6.215,6.332,5.315316,0.116743,17.3125,16.8125,16.875,413,0,15.76818,14.92495,15.43093,94.73354
2021-11-10 19:27:08,2.54252,2.57759,6.215,6.334,5.313171,0.116957,17.3125,16.8125,16.875,415,0,15.73451,14.92495,15.39706,94.93774
2021-11-10 19:27:31,2.54345,2.56518,6.212,6.333,5.316864,0.117026,17.3125,16.8125,16.875,418,0,15.76818,14.92495,15.39706,94.73354
2021-11-10 19:28:16,2.54476,2.5604,6.215,6.333,5.314067,0.11748,17.25,16.8125,16.875,415,0,15.73451,14.92495,15.43093,94.93774
2021-11-10 19:29:25,2.54582,2.58732,6.217,6.334,5.313606,0.118704,17.25,16.8125,16.8125,414,0,15.70065,14.89128,15.39706,94.93767
2021-11-10 19:29:47,2.5458,2.56851,6.215,6.332,5.31271,0.119152,17.25,16.8125,16.8125,420,0,15.73451,14.92495,15.39706,94.93774
2021-11-10 19:30:10,2.54609,2.58148,6.216,6.333,5.31366,0.119014,17.25,16.8125,16.8125,416,0,15.73451,14.89128,15.39706,94.7322
2021-11-10 19:31:06,2.54675,2.61294,6.215,6.332,5.313606,0.119344,17.25,16.8125,16.8125,415,0,15.70065,14.89128,15.39706,94.93767
2021-11-10 19:32:17,2.54853,2.53859,6.217,6.33,5.316592,0.119909,17.25,16.8125,16.8125,420,0,15.70065,14.82375,15.3634,94.52566
2021-11-10 19:33:14,2.55005,2.57707,6.218,6.334,5.310918,0.119881,17.1875,16.75,16.8125,420,0,15.70065,14.82375,15.29587,94.52566
2021-11-10 19:33:25,2.54993,2.57396,6.222,6.335,5.311597,0.119441,17.1875,16.75,16.8125,422,0,15.66698,14.79009,15.32973,94.52428
2021-11-10 19:33:50,2.54938,2.56881,6.219,6.332,5.313063,0.120239,17.1875,16.75,16.8125,418,0,15.63332,14.79009,15.32973,94.72818
2021-11-10 19:34:02,2.54999,2.57998,6.218,6.332,5.314692,0.119792,17.1875,16.75,16.8125,417,0,15.66698,14.82375,15.32973,94.72952
2021-11-10 19:34:13,2.54964,2.56125,6.217,6.335,5.313144,0.120239,17.1875,16.75,16.75,420,0,15.66698,14.79009,15.32973,94.52428
2021-11-10 19:34:36,2.54993,2.55122,6.219,6.33,5.313579,0.11975,17.1875,16.75,16.75,421,0,15.66698,14.82375,15.29587,94.72952
2021-11-10 19:34:47,2.55005,2.58497,6.218,6.329,5.313715,0.119805,17.1875,16.75,16.75,418,0,15.66698,14.79009,15.32973,94.52428
2021-11-10 19:35:44,2.55021,2.56517,6.219,6.33,5.316375,0.119695,17.1875,16.75,16.75,418,0,15.66698,14.79009,15.3634,94.52428
2021-11-10 19:36:19,2.55046,2.57401,6.222,6.329,5.314095,0.119248,17.1875,16.75,16.75,416,0,15.59945,14.79009,15.32973,94.93381
2021-11-10 19:36:30,2.5498,2.57631,6.219,6.332,5.314991,0.119241,17.1875,16.75,16.75,416,0,15.63332,14.79009,15.32973,94.72818
2021-11-10 19:36:53,2.55047,2.5687,6.217,6.333,5.310212,0.119448,17.1875,16.75,16.75,419,0,15.63332,14.79009,15.29587,94.72818
2021-11-10 19:37:04,2.55007,2.58624,6.222,6.333,5.315343,0.119564,17.1875,16.75,16.75,418,0,15.66698,14.79009,15.32973,94.52428
2021-11-10 19:37:16,2.55024,2.56407,6.223,6.331,5.314312,0.11995,17.1875,16.75,16.75,417,0,15.63332,14.79009,15.32973,94.72818
2021-11-10 19:37:27,2.55038,2.56047,6.222,6.332,5.313144,0.120225,17.1875,16.75,16.75,417,0,15.63332,14.72256,15.3634,94.31676
2021-11-10 19:37:50,2.55034,2.58914,6.22,6.33,5.314067,0.119792,17.1875,16.75,16.75,418,0,15.63332,14.75642,15.29587,94.52289
2021-11-10 19:38:01,2.55062,2.57871,6.219,6.329,5.315371,0.119895,17.1875,16.75,16.75,419,0,15.59945,14.82375,15.29587,95.13995
2021-11-10 19:38:13,2.55067,2.56527,6.22,6.33,5.312466,0.120569,17.1875,16.75,16.75,419,0,15.66698,14.75642,15.29587,94.31942
2021-11-10 19:38:24,2.5503,2.55506,6.222,6.332,5.314312,0.120356,17.1875,16.75,16.6875,419,0,15.66698,14.75642,15.3634,94.31942
2021-11-10 19:39:32,2.54941,2.58383,6.222,6.332,5.311543,0.119805,17.125,16.75,16.75,420,0,15.59945,14.75642,15.32973,94.72807
2021-11-10 19:41:36,2.54834,2.55146,6.223,6.333,5.31385,0.119709,17.125,16.6875,16.6875,418,0,15.59945,14.68889,15.29587,94.31654
2021-11-10 19:42:10,2.54775,2.55336,6.222,6.333,5.311977,0.120727,17.125,16.6875,16.6875,418,0,15.56579,14.68889,15.2622,94.5201
2021-11-10 19:42:33,2.54762,2.56678,6.222,6.335,5.311515,0.120149,17.125,16.6875,16.6875,420,0,15.56579,14.68889,15.22854,94.5201
2021-11-10 19:42:44,2.54783,2.62403,6.22,6.334,5.313823,0.120005,17.125,16.6875,16.6875,422,0,15.49826,14.68889,15.29587,94.92994
2021-11-10 19:43:07,2.54804,2.51019,6.224,6.333,5.316999,0.119675,17.125,16.6875,16.6875,422,0,15.59945,14.68889,15.22854,94.31654
2021-11-10 19:43:30,2.54732,2.55313,6.222,6.334,5.316891,0.119723,17.0625,16.6875,16.6875,420,0,15.56579,14.65523,15.2622,94.3151
2021-11-10 19:43:53,2.54727,2.56392,6.225,6.333,5.314855,0.120514,17.0625,16.6875,16.6875,422,0,15.56579,14.68889,15.2622,94.5201
2021-11-10 19:44:04,2.54745,2.58018,6.222,6.334,5.313687,0.120782,17.0625,16.6875,16.625,420,0,15.53212,14.65523,15.19487,94.51871
2021-11-10 19:44:27,2.5476,2.57575,6.225,6.331,5.313443,0.120142,17.0625,16.6875,16.6875,420,0.05095,15.53212,14.65523,15.22854,94.51871
2021-11-10 19:45:12,2.54619,2.59773,6.224,6.332,5.313769,0.120259,17.0625,16.6875,16.625,421,0,15.49826,14.5877,15.22854,94.3122
2021-11-10 19:45:23,2.54606,2.54602,6.228,6.334,5.313551,0.120025,17.0625,16.6875,16.625,423,0,15.53212,14.65523,15.19487,94.51871
2021-11-10 19:45:35,2.54561,2.56416,6.228,6.33,5.312629,0.120122,17.0625,16.6875,16.625,422,0,15.49826,14.62156,15.22854,94.51855
2021-11-10 19:45:58,2.54545,2.58542,6.223,6.329,5.315859,0.120012,17.0625,16.6875,16.625,423,0,15.53212,14.62156,15.22854,94.31366
2021-11-10 19:46:09,2.54501,2.53357,6.226,6.332,5.311353,0.120452,17.0625,16.625,16.625,423,0,15.49826,14.62156,15.19487,94.51855
2021-11-10 19:46:32,2.54505,2.54985,6.226,6.332,5.311488,0.120363,17.0625,16.6875,16.625,421,0,15.53212,14.5877,15.22854,94.10777
2021-11-10 19:47:06,2.54447,2.56268,6.228,6.332,5.314773,0.119771,17,16.625,16.625,423,0,15.53212,14.5877,15.19487,94.10777
2021-11-10 19:47:50,2.54391,2.56803,6.229,6.334,5.315018,0.119737,17.0625,16.625,16.625,420,0,15.49826,14.55403,15.16101,94.10749
2021-11-10 19:48:13,2.54377,2.58489,6.233,6.331,5.315099,0.120074,17,16.625,16.5625,419,0,15.46459,14.55403,15.19487,94.31076
2021-11-10 19:48:24,2.54386,2.64078,6.23,6.334,5.311814,0.120225,17.0625,16.625,16.5625,421,0,15.46459,14.55403,15.19487,94.31076
2021-11-10 19:48:36,2.54397,2.53412,6.231,6.334,5.314746,0.120191,17,16.625,16.5625,422,0,15.46459,14.52037,15.16101,94.106
2021-11-10 19:48:47,2.54347,2.54939,6.226,6.333,5.310538,0.120094,17,16.625,16.5625,423,0,15.43093,14.52037,15.19487,94.30933
2021-11-10 19:48:58,2.54333,2.57105,6.229,6.334,5.31404,0.120074,17,16.625,16.5625,423,0,15.49826,14.55403,15.19487,94.10749
2021-11-10 19:49:10,2.54294,2.52102,6.228,6.332,5.312846,0.119977,17,16.625,16.5625,425,0,15.46459,14.52037,15.16101,94.106
2021-11-10 19:49:46,2.54218,2.58143,6.23,6.336,5.309968,0.119523,17,16.625,16.5625,420,0,15.46459,14.52037,15.16101,94.106
2021-11-10 19:50:20,2.54209,2.61546,6.232,6.334,5.312954,0.120225,17,16.625,16.5625,422,0,15.43093,14.4867,15.16101,94.10451
2021-11-10 19:51:17,2.54136,2.53391,6.233,6.337,5.313226,0.120356,17,16.625,16.5625,421,0,15.43093,14.45284,15.12734,93.89886
2021-11-10 19:51:32,2.54089,2.49244,6.237,6.336,5.312493,0.120136,17,16.625,16.5625,423,0,15.39706,14.4867,15.12734,94.3091
2021-11-10 19:51:43,2.54092,2.56889,6.238,6.336,5.31138,0.119778,16.9375,16.625,16.5625,424,0,15.43093,14.52037,15.12734,94.30933
2021-11-10 19:51:54,2.54063,2.58686,6.235,6.337,5.31328,0.119792,16.9375,16.5625,16.5625,423,0,15.39706,14.45284,15.09368,94.103
2021-11-10 19:52:28,2.54017,2.49122,6.237,6.335,5.311326,0.120232,16.9375,16.625,16.5625,422,0,15.39706,14.45284,15.09368,94.103
2021-11-10 19:52:40,2.54007,2.56395,6.235,6.338,5.312303,0.120232,16.9375,16.625,16.5625,422,0,15.39706,14.45284,15.12734,94.103
2021-11-10 19:53:14,2.53968,2.59201,6.239,6.337,5.313687,0.119833,16.9375,16.5625,16.5625,422,0.178324,15.39706,14.4867,15.05981,94.3091
2021-11-10 19:54:56,2.53891,2.5654,6.238,6.337,5.31271,0.120232,16.9375,16.5625,16.5625,421,0,15.39706,14.41917,15.05981,93.89853
2021-11-10 19:55:19,2.53886,2.57733,6.238,6.336,5.312954,0.119998,16.9375,16.5625,16.5,422,0,15.32973,14.38551,15.05981,94.10002
2021-11-10 19:55:30,2.53904,2.53879,6.241,6.339,5.309642,0.120177,16.9375,16.5625,16.5625,426,0,15.32973,14.41917,14.99248,94.30499
2021-11-10 19:55:53,2.53856,2.55904,6.24,6.338,5.311923,0.1207,16.875,16.5625,16.5,424,0,15.32973,14.41917,15.02614,94.30499
2021-11-10 19:56:16,2.53858,2.60709,6.241,6.337,5.309914,0.120246,16.875,16.5625,16.5,425,0.331173,15.29587,14.35164,15.02614,94.09852
2021-11-10 19:57:01,2.53815,2.57777,6.241,6.339,5.309995,0.120542,16.875,16.5625,16.5,426,0,15.3634,14.31798,14.95861,93.48789
2021-11-10 19:57:12,2.53793,2.56784,6.241,6.339,5.311678,0.120755,16.875,16.5625,16.5,427,0,15.32973,14.35164,14.99248,93.89422
2021-11-10 19:57:35,2.53779,2.58148,6.241,6.337,5.31195,0.120232,16.875,16.5625,16.5,421,0,15.2622,14.35164,14.99248,94.30209
2021-11-10 19:57:46,2.53751,2.54131,6.24,6.339,5.31157,0.1205,16.875,16.5,16.5,423,0,15.2622,14.35164,14.95861,94.30209
2021-11-10 19:58:09,2.53783,2.51146,6.239,6.339,5.310158,0.120418,16.875,16.5625,16.5,426,0,15.2622,14.35164,14.95861,94.30209
2021-11-10 19:58:20,2.53681,2.50286,6.243,6.339,5.31328,0.121195,16.875,16.5,16.5,426,0,15.29587,14.35164,14.95861,94.09852
